arquivo,linha,metodo,rota,protecoes_detectadas,status,achado
apps/api/src/routes/music.ts,596,POST,/guilds/:guildId/music/control,requireAuth; requireGuildMember; musicAccess; req.auth!.sub,ACHADO F4,F4
apps/api/src/routes/music.ts,677,GET,/guilds/:guildId/music/search,requireAuth; musicAccess; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,28,GET,/platform/admin/announcements,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,38,GET,/platform/announcements,requireAuth,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,48,GET,/system/diagnostics,requireAuth,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,63,GET,/platform/admin/system-health,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,69,GET,/platform/admin/overview,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,84,GET,/platform/admin/users,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,112,PATCH,/platform/admin/users/:userId/system-role,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,140,POST,/platform/admin/users/:userId/reset-password,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,147,POST,/platform/admin/users/:userId/revoke-sessions,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,164,GET,/platform/admin/users/:userId/sessions,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,165,DELETE,/platform/admin/users/:userId/sessions/:sessionId,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,166,PATCH,/platform/admin/users/:userId/account-state,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,167,GET,/platform/admin/users/:userId/moderation-history,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,169,DELETE,/platform/admin/users/:userId,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,210,GET,/platform/admin/guilds,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,223,GET,/platform/admin/audit,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,234,POST,/platform/admin/announcements,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,248,PATCH,/platform/admin/announcements/:announcementId,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/platform.ts,259,DELETE,/platform/admin/announcements/:announcementId,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/registrationVerification.ts,199,GET,/registration-policy,-,Público intencional - política de cadastro,-
apps/api/src/routes/registrationVerification.ts,209,POST,/register/code,-,Público intencional - desafio de e-mail,-
apps/api/src/routes/registrationVerification.ts,271,POST,/register,-,Público intencional - cadastro com validação/rate limit,-
apps/api/src/routes/roles.ts,112,GET,/guilds/:guildId/custom-roles,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,119,POST,/guilds/:guildId/custom-roles,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,144,PATCH,/guilds/:guildId/custom-roles/:roleId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,160,DELETE,/guilds/:guildId/custom-roles/:roleId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,174,PUT,/guilds/:guildId/custom-roles/reorder,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,187,PUT,/guilds/:guildId/members/:userId/custom-roles,requireAuth; requireGuildCapability; assertCanAssignRolesToTarget; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,207,PUT,/channels/:channelId/custom-role-permissions/:roleId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,223,PUT,/categories/:categoryId/custom-role-permissions/:roleId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,239,GET,/channels/:channelId/user-permissions/:targetUserId,requireAuth; requireGuildMember; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,245,PUT,/channels/:channelId/user-permissions/:targetUserId,requireAuth; assertCanManageUserOverride; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,251,GET,/categories/:categoryId/user-permissions/:targetUserId,requireAuth; requireGuildMember; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,252,PUT,/categories/:categoryId/user-permissions/:targetUserId,requireAuth; assertCanManageUserOverride; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/roles.ts,254,GET,/guilds/:guildId/permission-preview/:userId,requireAuth; requireGuildCapability; requireChannelCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,68,GET,/friends,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,89,GET,/users/blocked,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,100,POST,/users/:userId/block,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,126,DELETE,/users/:userId/block,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,134,GET,/users/search,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,180,GET,/users/:userId/profile,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,254,POST,/friends/requests,requireAuth; usersBlockEachOther; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,291,POST,/friends/:friendshipId/accept,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,301,DELETE,/friends/:friendshipId,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,311,GET,/direct/conversations,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,340,POST,/direct/conversations,requireAuth; usersBlockEachOther; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,414,GET,/direct/conversations/:conversationId/messages,requireAuth; requireDirectMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,435,PATCH,/direct/messages/:messageId,requireAuth; requireDirectMember; usersBlockEachOther; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/social.ts,457,DELETE,/direct/messages/:messageId,requireAuth; requireDirectMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/uploads.ts,73,POST,/api/uploads,requireAuth; uploaderId; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/uploads.ts,108,DELETE,/api/uploads/:attachmentId,requireAuth; uploaderId; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/uploads.ts,126,GET,/uploads/:storedName,-,Recurso tokenizado - accessKey timing-safe,-
apps/api/src/routes/v090.ts,33,GET,/guilds/:guildId/emojis,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,34,POST,/guilds/:guildId/emojis,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,35,GET,/guilds/:guildId/emojis/:id/:etag,-,Público intencional - asset por ID + etag,-
apps/api/src/routes/v090.ts,36,DELETE,/guilds/:guildId/emojis/:id,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,38,GET,/guilds/:guildId/stickers,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,39,POST,/guilds/:guildId/stickers,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,40,GET,/guilds/:guildId/stickers/:id/:etag,-,Público intencional - asset por ID + etag,-
apps/api/src/routes/v090.ts,41,DELETE,/guilds/:guildId/stickers/:id,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,45,GET,/guilds/:guildId/soundboard,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,46,POST,/guilds/:guildId/soundboard,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,47,PATCH,/guilds/:guildId/soundboard/:id,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,48,DELETE,/guilds/:guildId/soundboard/:id,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,49,GET,/guilds/:guildId/soundboard/:id/:etag,-,Público intencional - asset por ID + etag,-
apps/api/src/routes/v090.ts,52,GET,/guilds/:guildId/spaces,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,53,POST,/guilds/:guildId/spaces,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,54,PUT,/spaces/:spaceId/content,requireAuth; requireGuildCapability; req.auth!.sub,ACHADO F3,F3
apps/api/src/routes/v090.ts,55,DELETE,/spaces/:spaceId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,56,GET,/guilds/:guildId/channel-preferences,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,57,PUT,/channels/:channelId/preferences,requireAuth; requireChannelCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,62,GET,/guilds/:guildId/member-profiles/:userId,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,63,PATCH,/guilds/:guildId/member-profile/me,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,64,POST,/guilds/:guildId/member-profile/${kind},requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,64,GET,/guilds/:guildId/member-profiles/:userId/${kind}/:etag,-,Público intencional - asset por ID + etag,-
apps/api/src/routes/v090.ts,66,GET,/social-profile/me,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,67,PATCH,/social-profile/me,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,68,GET,/users/:userId/note,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,69,PUT,/users/:userId/note,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,70,GET,/users/:userId/mutuals,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,74,GET,/guilds/:guildId/onboarding,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,75,POST,/guilds/:guildId/onboarding/questions,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,76,POST,/onboarding/questions/:questionId/options,requireAuth; requireGuildCapability; req.auth!.sub,ACHADO F1,F1
apps/api/src/routes/v090.ts,78,DELETE,/onboarding/questions/:questionId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,79,DELETE,/onboarding/questions/:questionId/options/:optionId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,80,GET,/guilds/:guildId/onboarding/me,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,81,PUT,/guilds/:guildId/onboarding/me,requireAuth; requireGuildMember; req.auth!.sub,ACHADO F1,F1
apps/api/src/routes/v090.ts,85,GET,/guilds/:guildId/security-policy,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,86,PUT,/guilds/:guildId/security-policy,requireAuth; requireGuildCapability; req.auth!.sub,ACHADO F3,F3
apps/api/src/routes/v090.ts,87,POST,/guilds/:guildId/members/:userId/soft-ban,requireAuth; requireModerationTarget; requireModerationTargetAny; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,89,GET,/guilds/:guildId/dynamic-voice/templates,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,90,POST,/guilds/:guildId/dynamic-voice/templates,requireAuth; requireGuildCapability; req.auth!.sub,ACHADO F3,F3
apps/api/src/routes/v090.ts,91,DELETE,/guilds/:guildId/dynamic-voice/templates/:templateId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,92,POST,/guilds/:guildId/dynamic-voice/:templateId/create,requireAuth; requireGuildMember; req.auth!.sub,ACHADO F3,F3
apps/api/src/routes/v090.ts,94,GET,/guilds/:guildId/badges,requireAuth; requireGuildMember; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,95,POST,/guilds/:guildId/badges,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,96,PUT,/guilds/:guildId/badges/:badgeId/members/:userId,requireAuth; requireGuildCapability; req.auth!.sub,ACHADO F2,F2
apps/api/src/routes/v090.ts,97,DELETE,/guilds/:guildId/badges/:badgeId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,98,DELETE,/guilds/:guildId/badges/:badgeId/members/:userId,requireAuth; requireGuildCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,101,GET,/channels/:channelId/draft,requireAuth; requireChannelCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,102,PUT,/channels/:channelId/draft,requireAuth; requireChannelCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,103,GET,/messages/:messageId/edit-history,requireAuth; requireChannelCapability; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,104,GET,/client/compatibility,requireAuth,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,105,POST,/client/crash-reports,requireAuth; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,106,GET,/platform/admin/crash-reports,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
apps/api/src/routes/v090.ts,107,GET,/platform/admin/health-v2,requireAuth; requirePlatformAdmin; req.auth!.sub,Revisado - autenticado/autorizado ou autoescopado,-
